"SubjectID" "Activity" "Variable" "Mean"
1 "WALKING_UPSTAIRS" "tBodyGyrostdY" -0.795504559
1 "WALKING_UPSTAIRS" "tBodyGyrostdZ" -0.799898388301887
1 "WALKING_UPSTAIRS" "tBodyGyroJerkMeanX" -0.10303754045283
1 "WALKING_UPSTAIRS" "tBodyGyroJerkMeanY" -0.0278559449339623
1 "WALKING_UPSTAIRS" "tBodyGyroJerkMeanZ" -0.0476307776641509
1 "WALKING_UPSTAIRS" "tBodyGyroJerkstdX" -0.82715805890566
1 "WALKING_UPSTAIRS" "tBodyGyroJerkstdY" -0.841284574113208
1 "WALKING_UPSTAIRS" "tBodyGyroJerkstdZ" -0.846920440213208
1 "WALKING_UPSTAIRS" "tBodyAccelMagMean" -0.748390099637736
1 "WALKING_UPSTAIRS" "tBodyAccelMagstd" -0.766662213698113
1 "WALKING_UPSTAIRS" "tGravityAccelMagMean" -0.748390099637736
1 "WALKING_UPSTAIRS" "tGravityAccelMagstd" -0.766662213698113
1 "WALKING_UPSTAIRS" "tBodyAccelJerkMagMean" -0.788510038962264
1 "WALKING_UPSTAIRS" "tBodyAccelJerkMagstd" -0.770437337169811
1 "WALKING_UPSTAIRS" "tBodyGyroMagMean" -0.763537443981132
1 "WALKING_UPSTAIRS" "tBodyGyroMagstd" -0.783454876320755
1 "WALKING_UPSTAIRS" "tBodyGyroJerkMagMean" -0.840501569018868
1 "WALKING_UPSTAIRS" "tBodyGyroJerkMagstd" -0.837310011509434
1 "WALKING_UPSTAIRS" "fBodyAccelMeanX" -0.79377979130566
1 "WALKING_UPSTAIRS" "fBodyAccelMeanY" -0.717409602509434
1 "WALKING_UPSTAIRS" "fBodyAccelMeanZ" -0.801136233350943
1 "WALKING_UPSTAIRS" "fBodyAccelstdX" -0.796658356245283
1 "WALKING_UPSTAIRS" "fBodyAccelstdY" -0.697495129773585
1 "WALKING_UPSTAIRS" "fBodyAccelstdZ" -0.782194807169811
1 "WALKING_UPSTAIRS" "fBodyAccelJerkMeanX" -0.791822297358491
1 "WALKING_UPSTAIRS" "fBodyAccelJerkMeanY" -0.773003041964151
1 "WALKING_UPSTAIRS" "fBodyAccelJerkMeanZ" -0.841478316603773
1 "WALKING_UPSTAIRS" "fBodyAccelJerkstdX" -0.797969707886792
1 "WALKING_UPSTAIRS" "fBodyAccelJerkstdY" -0.752575328962264
1 "WALKING_UPSTAIRS" "fBodyAccelJerkstdZ" -0.864875516735849
1 "WALKING_UPSTAIRS" "fBodyGyroMeanX" -0.797207916037736
1 "WALKING_UPSTAIRS" "fBodyGyroMeanY" -0.804029850679245
1 "WALKING_UPSTAIRS" "fBodyGyroMeanZ" -0.794158802490566
1 "WALKING_UPSTAIRS" "fBodyGyrostdX" -0.842572329245283
1 "WALKING_UPSTAIRS" "fBodyGyrostdY" -0.793417951745283
1 "WALKING_UPSTAIRS" "fBodyGyrostdZ" -0.820795859490566
1 "WALKING_UPSTAIRS" "fBodyAccelMagMean" -0.760024138773585
1 "WALKING_UPSTAIRS" "fBodyAccelMagstd" -0.807236297226415
1 "WALKING_UPSTAIRS" "fBodyAccelJerkMagMean" -0.770436635226415
1 "WALKING_UPSTAIRS" "fBodyAccelJerkMagstd" -0.772018464301887
1 "WALKING_UPSTAIRS" "fBodyGyroMagMean" -0.801859087849057
1 "WALKING_UPSTAIRS" "fBodyGyroMagstd" -0.810387863207547
1 "WALKING_UPSTAIRS" "fBodyGyroJerkMagMean" -0.845616670622642
1 "WALKING_UPSTAIRS" "fBodyGyroJerkMagstd" -0.838462433339623
1 "WALKING_DOWNSTAIRS" "tBodyAccelMeanX" 0.270035043469388
1 "WALKING_DOWNSTAIRS" "tBodyAccelMeanY" -0.0209169467632653
1 "WALKING_DOWNSTAIRS" "tBodyAccelMeanZ" -0.108218848040816
1 "WALKING_DOWNSTAIRS" "tBodyAccelstdX" -0.696129646612245
1 "WALKING_DOWNSTAIRS" "tBodyAccelstdY" -0.590966634979592
1 "WALKING_DOWNSTAIRS" "tBodyAccelstdZ" -0.657588336530612
1 "WALKING_DOWNSTAIRS" "tGravityAccelMeanX" 0.586636881020408
1 "WALKING_DOWNSTAIRS" "tGravityAccelMeanY" 0.0875605640532653
1 "WALKING_DOWNSTAIRS" "tGravityAccelMeanZ" 0.120609047938776
1 "WALKING_DOWNSTAIRS" "tGravityAccelstdX" -0.978618874285714
1 "WALKING_DOWNSTAIRS" "tGravityAccelstdY" -0.966487993673469
1 "WALKING_DOWNSTAIRS" "tGravityAccelstdZ" -0.96411518877551
1 "WALKING_DOWNSTAIRS" "tBodyAccelJerkMeanX" 0.0636267274285714
1 "WALKING_DOWNSTAIRS" "tBodyAccelJerkMeanY" 0.0118429708743469
1 "WALKING_DOWNSTAIRS" "tBodyAccelJerkMeanZ" -0.0102024552510204
1 "WALKING_DOWNSTAIRS" "tBodyAccelJerkstdX" -0.693776391108163
1 "WALKING_DOWNSTAIRS" "tBodyAccelJerkstdY" -0.64079218762449
1 "WALKING_DOWNSTAIRS" "tBodyAccelJerkstdZ" -0.79288246344898
1 "WALKING_DOWNSTAIRS" "tBodyGyroMeanX" -0.0212721488142857
1 "WALKING_DOWNSTAIRS" "tBodyGyroMeanY" -0.0842492825714286
1 "WALKING_DOWNSTAIRS" "tBodyGyroMeanZ" 0.0716455593040816
1 "WALKING_DOWNSTAIRS" "tBodyGyrostdX" -0.748883687571429
1 "WALKING_DOWNSTAIRS" "tBodyGyrostdY" -0.69733603855102
1 "WALKING_DOWNSTAIRS" "tBodyGyrostdZ" -0.690674253918367
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMeanX" -0.104423493814286
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMeanY" -0.0473525463877551
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMeanZ" -0.0613568378612245
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkstdX" -0.76069199422449
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkstdY" -0.788976967081633
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkstdZ" -0.774849490734694
1 "WALKING_DOWNSTAIRS" "tBodyAccelMagMean" -0.638890142755102
1 "WALKING_DOWNSTAIRS" "tBodyAccelMagstd" -0.666346601244898
1 "WALKING_DOWNSTAIRS" "tGravityAccelMagMean" -0.638890142755102
1 "WALKING_DOWNSTAIRS" "tGravityAccelMagstd" -0.666346601244898
1 "WALKING_DOWNSTAIRS" "tBodyAccelJerkMagMean" -0.700389956163265
1 "WALKING_DOWNSTAIRS" "tBodyAccelJerkMagstd" -0.659644609755102
1 "WALKING_DOWNSTAIRS" "tBodyGyroMagMean" -0.653242590020408
1 "WALKING_DOWNSTAIRS" "tBodyGyroMagstd" -0.700645207938775
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagMean" -0.782384215428571
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMagstd" -0.779058228628571
1 "WALKING_DOWNSTAIRS" "fBodyAccelMeanX" -0.69242312844898
1 "WALKING_DOWNSTAIRS" "fBodyAccelMeanY" -0.602177574693878
1 "WALKING_DOWNSTAIRS" "fBodyAccelMeanZ" -0.714285686518367
1 "WALKING_DOWNSTAIRS" "fBodyAccelstdX" -0.698528153877551
1 "WALKING_DOWNSTAIRS" "fBodyAccelstdY" -0.612602573346939
1 "WALKING_DOWNSTAIRS" "fBodyAccelstdZ" -0.655133823428571
1 "WALKING_DOWNSTAIRS" "fBodyAccelJerkMeanX" -0.708314373553061
1 "WALKING_DOWNSTAIRS" "fBodyAccelJerkMeanY" -0.65833116355102
1 "WALKING_DOWNSTAIRS" "fBodyAccelJerkMeanZ" -0.775167740359184
1 "WALKING_DOWNSTAIRS" "fBodyAccelJerkstdX" -0.706977029918367
1 "WALKING_DOWNSTAIRS" "fBodyAccelJerkstdY" -0.646945019367347
1 "WALKING_DOWNSTAIRS" "fBodyAccelJerkstdZ" -0.80934304244898
1 "WALKING_DOWNSTAIRS" "fBodyGyroMeanX" -0.718567239608163
1 "WALKING_DOWNSTAIRS" "fBodyGyroMeanY" -0.716884636163265
1 "WALKING_DOWNSTAIRS" "fBodyGyroMeanZ" -0.685666989346939
1 "WALKING_DOWNSTAIRS" "fBodyGyrostdX" -0.760973476571429
1 "WALKING_DOWNSTAIRS" "fBodyGyrostdY" -0.69112909255102
1 "WALKING_DOWNSTAIRS" "fBodyGyrostdZ" -0.721844934081633
1 "WALKING_DOWNSTAIRS" "fBodyAccelMagMean" -0.65288466144898
1 "WALKING_DOWNSTAIRS" "fBodyAccelMagstd" -0.726455426285714
1 "WALKING_DOWNSTAIRS" "fBodyAccelJerkMagMean" -0.657992744877551
1 "WALKING_DOWNSTAIRS" "fBodyAccelJerkMagstd" -0.663937772918367
1 "WALKING_DOWNSTAIRS" "fBodyGyroMagMean" -0.726589720142857
1 "WALKING_DOWNSTAIRS" "fBodyGyroMagstd" -0.736874002834694
1 "WALKING_DOWNSTAIRS" "fBodyGyroJerkMagMean" -0.784242948510204
1 "WALKING_DOWNSTAIRS" "fBodyGyroJerkMagstd" -0.788291976938776
1 "SITTING" "tBodyAccelMeanX" 0.269244465957447
1 "SITTING" "tBodyAccelMeanY" -0.0170035094234043
1 "SITTING" "tBodyAccelMeanZ" -0.111779362
1 "SITTING" "tBodyAccelstdX" -0.79138097527234
1 "SITTING" "tBodyAccelstdY" -0.718538066468085
1 "SITTING" "tBodyAccelstdZ" -0.770856752425532
1 "SITTING" "tGravityAccelMeanX" 0.508642031489362
1 "SITTING" "tGravityAccelMeanY" 0.0936449523510638
1 "SITTING" "tGravityAccelMeanZ" 0.205076885385957
1 "SITTING" "tGravityAccelstdX" -0.982526366170213
1 "SITTING" "tGravityAccelstdY" -0.972000226808511
1 "SITTING" "tGravityAccelstdZ" -0.953800468723404
1 "SITTING" "tBodyAccelJerkMeanX" 0.0906417798234043
1 "SITTING" "tBodyAccelJerkMeanY" 0.0135862760892553
1 "SITTING" "tBodyAccelJerkMeanZ" -0.00698318855
1 "SITTING" "tBodyAccelJerkstdX" -0.797183207617021
1 "SITTING" "tBodyAccelJerkstdY" -0.773132822893617
1 "SITTING" "tBodyAccelJerkstdZ" -0.861371119404255
1 "SITTING" "tBodyGyroMeanX" -0.0431310187851064
1 "SITTING" "tBodyGyroMeanY" -0.0752064847234043
1 "SITTING" "tBodyGyroMeanZ" 0.0936912632765958
1 "SITTING" "tBodyGyrostdX" -0.829473205829787
1 "SITTING" "tBodyGyrostdY" -0.828758318391489
1 "SITTING" "tBodyGyrostdZ" -0.808006079021277
1 "SITTING" "tBodyGyroJerkMeanX" -0.0995252819106383
1 "SITTING" "tBodyGyroJerkMeanY" -0.0571690298797872
1 "SITTING" "tBodyGyroJerkMeanZ" -0.0355947816978723
1 "SITTING" "tBodyGyroJerkstdX" -0.850552833808511
1 "SITTING" "tBodyGyroJerkstdY" -0.890654248297872
1 "SITTING" "tBodyGyroJerkstdZ" -0.866357983404255
1 "SITTING" "tBodyAccelMagMean" -0.749105383765957
1 "SITTING" "tBodyAccelMagstd" -0.780368305808511
1 "SITTING" "tGravityAccelMagMean" -0.749105383765957
1 "SITTING" "tGravityAccelMagstd" -0.780368305808511
1 "SITTING" "tBodyAccelJerkMagMean" -0.798516602617021
1 "SITTING" "tBodyAccelJerkMagstd" -0.793902719553191
1 "SITTING" "tBodyGyroMagMean" -0.776555552289362
1 "SITTING" "tBodyGyroMagstd" -0.776392684042553
1 "SITTING" "tBodyGyroJerkMagMean" -0.874034193191489
1 "SITTING" "tBodyGyroJerkMagstd" -0.883390505319149
1 "SITTING" "fBodyAccelMeanX" -0.808845326723404
1 "SITTING" "fBodyAccelMeanY" -0.740761926808511
1 "SITTING" "fBodyAccelMeanZ" -0.808868467157447
1 "SITTING" "fBodyAccelstdX" -0.785642199538298
1 "SITTING" "fBodyAccelstdY" -0.725659675404255
1 "SITTING" "fBodyAccelstdZ" -0.770702854276596
1 "SITTING" "fBodyAccelJerkMeanX" -0.808614365489362
1 "SITTING" "fBodyAccelJerkMeanY" -0.785873554680851
1 "SITTING" "fBodyAccelJerkMeanZ" -0.850863589765957
1 "SITTING" "fBodyAccelJerkstdX" -0.803621121361702
1 "SITTING" "fBodyAccelJerkstdY" -0.774734500202128
1 "SITTING" "fBodyAccelJerkstdZ" -0.870738770510638
1 "SITTING" "fBodyGyroMeanX" -0.808159464893617
1 "SITTING" "fBodyGyroMeanY" -0.844742431276596
1 "SITTING" "fBodyGyroMeanZ" -0.809985706023404
1 "SITTING" "fBodyGyrostdX" -0.838099235446809
1 "SITTING" "fBodyGyrostdY" -0.823020662048936
1 "SITTING" "fBodyGyrostdZ" -0.826225336170213
1 "SITTING" "fBodyAccelMagMean" -0.777663167319149
1 "SITTING" "fBodyAccelMagstd" -0.817172895957447
1 "SITTING" "fBodyAccelJerkMagMean" -0.791111777191489
1 "SITTING" "fBodyAccelJerkMagstd" -0.799296728148936
1 "SITTING" "fBodyGyroMagMean" -0.819235335978723
1 "SITTING" "fBodyGyroMagstd" -0.790414437914894
1 "SITTING" "fBodyGyroJerkMagMean" -0.883452461702128
1 "SITTING" "fBodyGyroJerkMagstd" -0.89181155212766
1 "STANDING" "tBodyAccelMeanX" 0.26901688754717
1 "STANDING" "tBodyAccelMeanY" -0.0121135613424528
1 "STANDING" "tBodyAccelMeanZ" -0.0974845086981132
1 "STANDING" "tBodyAccelstdX" -0.745451746433962
1 "STANDING" "tBodyAccelstdY" -0.646539749128302
1 "STANDING" "tBodyAccelstdZ" -0.721410621603774
1 "STANDING" "tGravityAccelMeanX" 0.536540597867925
1 "STANDING" "tGravityAccelMeanY" 0.13719496559434
1 "STANDING" "tGravityAccelMeanZ" 0.185835239366038
1 "STANDING" "tGravityAccelstdX" -0.97616548754717
1 "STANDING" "tGravityAccelstdY" -0.956152612830189
1 "STANDING" "tGravityAccelstdZ" -0.935735061132075
1 "STANDING" "tBodyAccelJerkMeanX" 0.0939076162754717
1 "STANDING" "tBodyAccelJerkMeanY" -0.0254577866932075
1 "STANDING" "tBodyAccelJerkMeanZ" -0.0226796200283019
1 "STANDING" "tBodyAccelJerkstdX" -0.751759673075472
1 "STANDING" "tBodyAccelJerkstdY" -0.713396481401887
1 "STANDING" "tBodyAccelJerkstdZ" -0.832477997811321
1 "STANDING" "tBodyGyroMeanX" -0.0495817682528302
1 "STANDING" "tBodyGyroMeanY" -0.0740603848584906
1 "STANDING" "tBodyGyroMeanZ" 0.0950481343584906
1 "STANDING" "tBodyGyrostdX" -0.782132440188679
1 "STANDING" "tBodyGyrostdY" -0.787397858301887
1 "STANDING" "tBodyGyrostdZ" -0.772581966377359
1 "STANDING" "tBodyGyroJerkMeanX" -0.0935213623377358
1 "STANDING" "tBodyGyroJerkMeanY" -0.042053524054717
1 "STANDING" "tBodyGyroJerkMeanZ" -0.0558452962301887
1 "STANDING" "tBodyGyroJerkstdX" -0.798868686867925
1 "STANDING" "tBodyGyroJerkstdY" -0.854776196792453
1 "STANDING" "tBodyGyroJerkstdZ" -0.809125175490566
1 "STANDING" "tBodyAccelMagMean" -0.688759909528302
1 "STANDING" "tBodyAccelMagstd" -0.720644646415094
1 "STANDING" "tGravityAccelMagMean" -0.688759909528302
1 "STANDING" "tGravityAccelMagstd" -0.720644646415094
1 "STANDING" "tBodyAccelJerkMagMean" -0.752885832754717
1 "STANDING" "tBodyAccelJerkMagstd" -0.73777062190566
1 "STANDING" "tBodyGyroMagMean" -0.726496999018868
1 "STANDING" "tBodyGyroMagstd" -0.7464192961
1 "STANDING" "tBodyGyroJerkMagMean" -0.829812081962264
1 "STANDING" "tBodyGyroJerkMagstd" -0.844910427924528
1 "STANDING" "fBodyAccelMeanX" -0.751208503433962
1 "STANDING" "fBodyAccelMeanY" -0.669127589926792
1 "STANDING" "fBodyAccelMeanZ" -0.755906928735849
1 "STANDING" "fBodyAccelstdX" -0.744251597320755
1 "STANDING" "fBodyAccelstdY" -0.658634026509434
1 "STANDING" "fBodyAccelstdZ" -0.725700510886792
1 "STANDING" "fBodyAccelJerkMeanX" -0.765290601209434
1 "STANDING" "fBodyAccelJerkMeanY" -0.729544224415094
1 "STANDING" "fBodyAccelJerkMeanZ" -0.820206048867924
1 "STANDING" "fBodyAccelJerkstdX" -0.760287603426415
1 "STANDING" "fBodyAccelJerkstdY" -0.715831515830189
1 "STANDING" "fBodyAccelJerkstdZ" -0.843310778603774
1 "STANDING" "fBodyGyroMeanX" -0.755170849679245
1 "STANDING" "fBodyGyroMeanY" -0.804755046981132
1 "STANDING" "fBodyGyroMeanZ" -0.761895202509434
1 "STANDING" "fBodyGyrostdX" -0.792912059150943
1 "STANDING" "fBodyGyrostdY" -0.78021021245283
1 "STANDING" "fBodyGyrostdZ" -0.798066738679245
1 "STANDING" "fBodyAccelMagMean" -0.723288087962264
1 "STANDING" "fBodyAccelMagstd" -0.764116169301887
1 "STANDING" "fBodyAccelJerkMagMean" -0.737710252943396
1 "STANDING" "fBodyAccelJerkMagstd" -0.739010035826415
1 "STANDING" "fBodyGyroMagMean" -0.782810808264151
1 "STANDING" "fBodyGyroMagstd" -0.768686039830189
1 "STANDING" "fBodyGyroJerkMagMean" -0.849420440415094
1 "STANDING" "fBodyGyroJerkMagstd" -0.850011967735849
1 "LAYING" "tBodyAccelMeanX" 0.2693700314
1 "LAYING" "tBodyAccelMeanY" -0.0122298348696
1 "LAYING" "tBodyAccelMeanZ" -0.106418930926
1 "LAYING" "tBodyAccelstdX" -0.83353643156
1 "LAYING" "tBodyAccelstdY" -0.7702873679
1 "LAYING" "tBodyAccelstdZ" -0.81388650662
1 "LAYING" "tGravityAccelMeanX" 0.5592621968
1 "LAYING" "tGravityAccelMeanY" 0.027638615766574
1 "LAYING" "tGravityAccelMeanZ" 0.148531366964
1 "LAYING" "tGravityAccelstdX" -0.9804792366
1 "LAYING" "tGravityAccelstdY" -0.956934295
1 "LAYING" "tGravityAccelstdZ" -0.9546809028
1 "LAYING" "tBodyAccelJerkMeanX" 0.09671615924
1 "LAYING" "tBodyAccelJerkMeanY" -0.0022299614252
1 "LAYING" "tBodyAccelJerkMeanZ" -0.02684947457358
1 "LAYING" "tBodyAccelJerkstdX" -0.846223045
1 "LAYING" "tBodyAccelJerkstdY" -0.8315897203
1 "LAYING" "tBodyAccelJerkstdZ" -0.891634082
1 "LAYING" "tBodyGyroMeanX" -0.006969152323
1 "LAYING" "tBodyGyroMeanY" -0.090835816432
1 "LAYING" "tBodyGyroMeanZ" 0.086289545376
1 "LAYING" "tBodyGyrostdX" -0.8726592394
1 "LAYING" "tBodyGyrostdY" -0.863847121
1 "LAYING" "tBodyGyrostdZ" -0.83010543694
1 "LAYING" "tBodyGyroJerkMeanX" -0.096101884532
1 "LAYING" "tBodyGyroJerkMeanY" -0.049876806428
1 "LAYING" "tBodyGyroJerkMeanZ" -0.04902332944
1 "LAYING" "tBodyGyroJerkstdX" -0.8782062806
1 "LAYING" "tBodyGyroJerkstdY" -0.90420474
1 "LAYING" "tBodyGyroJerkstdZ" -0.8671494986
1 "LAYING" "tBodyAccelMagMean" -0.79190412196
1 "LAYING" "tBodyAccelMagstd" -0.81397500864
1 "LAYING" "tGravityAccelMagMean" -0.79190412196
1 "LAYING" "tGravityAccelMagstd" -0.81397500864
1 "LAYING" "tBodyAccelJerkMagMean" -0.84532917408
1 "LAYING" "tBodyAccelJerkMagstd" -0.849591038
1 "LAYING" "tBodyGyroMagMean" -0.8182793591
1 "LAYING" "tBodyGyroMagstd" -0.8354508076
1 "LAYING" "tBodyGyroJerkMagMean" -0.8903921476
1 "LAYING" "tBodyGyroJerkMagstd" -0.89837316
1 "LAYING" "fBodyAccelMeanX" -0.84658195714
1 "LAYING" "fBodyAccelMeanY" -0.79489101254
1 "LAYING" "fBodyAccelMeanZ" -0.845936611
1 "LAYING" "fBodyAccelstdX" -0.82903568308
1 "LAYING" "fBodyAccelstdY" -0.77265589856
1 "LAYING" "fBodyAccelstdZ" -0.81121601526
1 "LAYING" "fBodyAccelJerkMeanX" -0.8565172676
1 "LAYING" "fBodyAccelJerkMeanY" -0.84242121464
1 "LAYING" "fBodyAccelJerkMeanZ" -0.8834767306
1 "LAYING" "fBodyAccelJerkstdX" -0.8493679396
1 "LAYING" "fBodyAccelJerkstdY" -0.83115122796
1 "LAYING" "fBodyAccelJerkstdZ" -0.8983806052
1 "LAYING" "fBodyGyroMeanX" -0.8475738532
1 "LAYING" "fBodyGyroMeanY" -0.8680799962
1 "LAYING" "fBodyGyroMeanZ" -0.82402427146
1 "LAYING" "fBodyGyrostdX" -0.8813698668
1 "LAYING" "fBodyGyrostdY" -0.8634345968
1 "LAYING" "fBodyGyrostdZ" -0.84844427
1 "LAYING" "fBodyAccelMagMean" -0.81674443132
1 "LAYING" "fBodyAccelMagstd" -0.841865084
1 "LAYING" "fBodyAccelJerkMagMean" -0.8447994128
1 "LAYING" "fBodyAccelJerkMagstd" -0.8564582994
1 "LAYING" "fBodyGyroMagMean" -0.8523327278
1 "LAYING" "fBodyGyroMagstd" -0.8531283288
1 "LAYING" "fBodyGyroJerkMagMean" -0.9013310718
1 "LAYING" "fBodyGyroJerkMagstd" -0.9020120864
2 "WALKING" "tBodyAccelMeanX" 0.107764113983051
2 "WALKING" "tBodyAccelMeanY" -0.0275540841932203
2 "WALKING" "tBodyAccelMeanZ" -0.12496346720339
2 "WALKING" "tBodyAccelstdX" -0.148484485610169
2 "WALKING" "tBodyAccelstdY" -0.0461079409583051
2 "WALKING" "tBodyAccelstdZ" -0.248623827
2 "WALKING" "tGravityAccelMeanX" 0.772566922050848
2 "WALKING" "tGravityAccelMeanY" -0.0999544153898305
2 "WALKING" "tGravityAccelMeanZ" -0.0342187066383559
2 "WALKING" "tGravityAccelstdX" -0.880742524576271
2 "WALKING" "tGravityAccelstdY" -0.845441931576271
2 "WALKING" "tGravityAccelstdZ" -0.832714911711865
